,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
26288,LC-2021-0569115,1,2021,November,14,,1900-01-01 13:34:00,13,14,CALLE,si,Point (103316.293472703 105000.308281022),-58.427153669004,-34.584189968980,MOTO,TAXI,leve,MOTO,varon,31-40,Día
26289,LC-2021-0569299,1,2021,November,14,,1900-01-01 16:30:00,16,11,AVENIDA,si,Point (95746.8989599967 104114.220974516),-58.509660585279,-34.592173697518,MOTO,AUTO,leve,MOTO,varon,21-30,Día
26290,LC-2021-0569362,5,2021,November,14,,1900-01-01 17:00:00,17,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,varon,41-50,Día
26291,LC-2021-0569362,5,2021,November,14,,1900-01-01 17:00:00,17,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,31-40,Día
26292,LC-2021-0569362,5,2021,November,14,,1900-01-01 17:00:00,17,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,varon,21-30,Día
26293,LC-2021-0569362,5,2021,November,14,,1900-01-01 17:00:00,17,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,varon,21-30,Día
26294,LC-2021-0569362,5,2021,November,14,,1900-01-01 17:00:00,17,1,AVENIDA,si,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,11-20,Día
26295,LC-2021-0569526,2,2021,November,14,,1900-01-01 18:25:00,18,9,AVENIDA,si,Point (95204.0689096217 96485.8292653315),-58.515621354431,-34.660936552519,MOTO,AUTO,leve,MOTO,varon,21-30,Día
26296,LC-2021-0569526,2,2021,November,14,,1900-01-01 18:25:00,18,9,AVENIDA,si,Point (95204.0689096217 96485.8292653315),-58.515621354431,-34.660936552519,MOTO,AUTO,leve,MOTO,mujer,21-30,Día
26298,LC-2021-0570690,1,2021,November,14,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,OBJETO FIJO,leve,MOTO,varon,41-50,Noche
26300,LC-2021-0574695,2,2021,November,14,,1900-01-01 13:00:00,13,3,AVENIDA,si,Point (106032.88121137 101197.122110786),-58.397517522223,-34.618461280097,MOTO,AUTO,leve,MOTO,mujer,11-20,Día
26301,LC-2021-0575190,1,2021,November,14,,1900-01-01 23:20:00,23,1,AVENIDA,si,Point (107452.288092075 104177.515705035),-58.382066363241,-34.591585527472,MOTO,AUTO,leve,MOTO,varon,11-20,Noche
26303,LC-2021-0568187,1,2021,November,15,,1900-01-01 08:34:00,8,9,CALLE,si,Point (96476.1791682126 97823.7906573022),-58.501737598375,-34.648880938405,PEATON,AUTO,leve,PEATON,mujer,41-50,Día
26304,LC-2021-0569759,2,2021,November,15,,1900-01-01 00:50:00,0,SD,SD,no,Point (107946.56898014567559585 98803.17479939508484676),-58.3766284959468,-34.6400282887007,AUTO,AUTO,leve,AUTO,mujer,31-40,Noche
26305,LC-2021-0569759,2,2021,November,15,,1900-01-01 00:50:00,0,SD,SD,no,Point (107946.56898014567559585 98803.17479939508484676),-58.3766284959468,-34.6400282887007,AUTO,AUTO,leve,AUTO,mujer,11-20,Noche
26306,LC-2021-0569809,1,2021,November,15,,1900-01-01 00:00:00,0,SD,SD,no,SD,SD,SD,MOTO,TRANSPORTE PUBLICO,grave,MOTO,varon,21-30,Noche
26307,LC-2021-0569970,1,2021,November,15,,1900-01-01 07:30:00,7,9,CALLE,si,Point (94668.107363535 97754.8908468657),-58.521460357638,-34.649494117063,AUTO,AUTO,leve,AUTO,varon,31-40,Día
26308,LC-2021-0570277,1,2021,November,15,,1900-01-01 09:30:00,9,14,AVENIDA,si,Point (103808.734759732 103497.595462148),-58.421779677694,-34.597734404132,MOTO,AUTO,leve,MOTO,varon,11-20,Día
26310,LC-2021-0570362,1,2021,November,15,,1900-01-01 10:40:00,10,9,CALLE,si,Point (95590.6134741545 96760.2940472876),-58.511402895149,-34.658464191508,MOTO,CAMIONETA,leve,MOTO,varon,51-60,Día
26312,LC-2021-0570771,1,2021,November,15,,1900-01-01 12:50:00,12,13,CALLE,si,Point (99548.4040130723 107858.681726639),-58.468219982947,-34.558428291516,MOTO,AUTO,leve,MOTO,mujer,41-50,Día
26313,LC-2021-0570937,1,2021,November,15,,1900-01-01 12:50:00,12,2,AVENIDA,si,Point (106544.422899829 103706.427292527),-58.391958886166,-34.595838259715,MOTO,CAMIONETA,grave,MOTO,varon,41-50,Día
26314,LC-2021-0571011,1,2021,November,15,,1900-01-01 15:00:00,15,9,GRAL PAZ,si,Point (94949.5305150086 96309.4913970691),-58.518399307019,-34.662524884133,MOTO,CAMIONETA,leve,MOTO,varon,31-40,Día
26316,LC-2021-0571426,1,2021,November,15,,1900-01-01 17:35:00,17,8,AVENIDA,si,Point (98427.6287209146 95106.4268495592),-58.480456540406,-34.673381134268,CICLISTA,CAMIONETA,grave,CICLISTA,varon,31-40,Día
26317,LC-2021-0571717,1,2021,November,15,,1900-01-01 19:40:00,19,SD,SD,no,SD,SD,SD,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
26318,LC-2021-0571870,1,2021,November,15,,1900-01-01 22:00:00,22,13,CALLE,si,Point (99879.1066020197 108233.90952594),-58.464616532312,-34.555045912461,MOTO,AUTO,leve,MOTO,varon,21-30,Noche
26319,LC-2021-0572336,1,2021,November,16,,1900-01-01 09:00:00,9,15,AVENIDA,no,Point (101466.839559634 103572.600980661),-58.447309371411,-34.597064162410,MOTO,AUTO,leve,MOTO,varon,31-40,Día
26320,LC-2021-0572472,1,2021,November,16,,1900-01-01 11:45:00,11,4,CALLE,si,Point (105554.541604464 98630.5450412856),-58.402716662144,-34.641600058555,CAMIONETA,AUTO,leve,UTILITARIO,varon,41-50,Día
26321,LC-2021-0572728,1,2021,November,16,,1900-01-01 12:45:00,12,4,CALLE,si,Point (107799.778212031 98097.2971638019),-58.378223055363,-34.646392441009,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,leve,TRANSPORTE PUBLICO,mujer,51-60,Día
26323,LC-2021-0572823,1,2021,November,16,,1900-01-01 12:30:00,12,13,AVENIDA,si,Point (101025.654094021 109205.714534558),-58.452125234329,-34.546285130327,MOTO,TRANSPORTE PUBLICO,leve,MOTO,varon,41-50,Día
